freshness_score,weight,price,fruit_name_Banana,fruit_name_Grapes,fruit_name_Mango,fruit_name_Orange,season_Spring,season_Summer,season_Winter,origin_Local
8.0,0.112,1.72,True,False,False,False,True,False,False,False
10.0,0.136,3.54,False,True,False,False,False,False,False,False
6.0,0.172,1.29,True,False,False,False,True,False,False,True
2.0,0.11,0.84,True,False,False,False,False,False,False,False
7.0,0.105,2.24,False,True,False,False,True,False,False,True
8.0,0.092,4.56,False,True,False,False,False,False,False,False
8.0,0.322,2.36,False,False,False,False,False,False,True,True
10.0,0.201,1.75,False,False,False,True,True,False,False,False
7.0,0.357,1.36,False,False,False,True,False,True,False,True
5.0,0.184,1.4,True,False,False,False,True,False,False,False
1.0,0.164,0.88,False,False,False,True,True,False,False,True
9.0,0.246,1.53,True,False,False,False,False,False,False,True
7.0,0.2175,1.72,False,False,False,False,False,True,False,True
2.0,0.079,2.26,False,True,False,False,False,False,False,True
6.0,0.097,3.05,False,True,False,False,True,False,False,True
2.0,0.136,2.92,False,True,False,False,True,False,False,True
1.0,0.226,1.35,False,False,False,True,False,False,True,True
6.0,0.164,2.31,False,False,False,False,False,True,False,False
2.0,0.182,2.45,False,False,False,True,True,False,False,False
2.0,0.224,1.96,False,False,False,True,False,True,False,False
5.0,0.299,1.69,False,False,False,False,True,False,False,False
5.0,0.228,2.36,False,False,False,False,False,False,False,False
7.0,0.172,2.98,False,False,False,False,False,False,False,True
1.0,0.158,1.72,False,False,False,False,True,False,False,True
8.0,0.083,2.44,False,True,False,False,False,False,False,True
3.0,0.2175,4.13,False,False,True,False,True,False,False,True
4.0,0.2175,3.89,False,False,True,False,False,False,False,True
9.0,0.347,2.9,False,False,False,False,False,False,True,False
4.0,0.42,2.81,False,False,True,False,False,False,True,False
6.0,0.313,3.61,False,False,True,False,False,False,True,False
5.0,0.325,2.68,False,False,False,False,False,True,False,False
7.0,0.411,3.2,False,False,True,False,False,True,False,True
4.0,0.327,1.7,False,False,False,True,False,False,True,True
1.0,0.248,1.04,True,False,False,False,False,True,False,True
9.0,0.108,1.23,True,False,False,False,False,False,False,False
4.0,0.142,2.83,False,False,False,False,True,False,False,True
9.0,0.122,5.06,False,True,False,False,True,False,False,False
6.0,0.185,2.66,False,False,False,False,True,False,False,True
1.0,0.068,1.93,False,True,False,False,False,False,False,True
3.0,0.106,0.9,True,False,False,False,False,True,False,False
6.0,0.125,2.04,False,False,False,False,False,False,False,True
6.0,0.344,1.39,False,False,False,True,False,False,False,True
1.0,0.297,4.79,False,False,True,False,False,False,True,False
9.0,0.097,2.68,False,True,False,False,False,False,False,True
9.0,0.462,4.58,False,False,True,False,False,False,False,False
8.0,0.4,2.38,False,False,True,False,False,False,False,True
8.0,0.126,2.68,False,False,False,False,False,False,False,True
1.0,0.524,2.48,False,False,True,False,False,True,False,True
8.0,0.153,2.38,False,False,False,True,False,False,False,True
10.0,0.517,3.66,False,False,True,False,True,False,False,True
6.0,0.325,2.66,False,False,False,False,False,False,True,True
6.0,0.258,2.38,False,False,False,True,False,True,False,True
1.0,0.18,1.27,True,False,False,False,False,False,False,True
1.0,0.417,4.44,False,False,True,False,False,True,False,False
10.0,0.21,2.46,False,False,False,False,False,False,False,False
6.0,0.233,1.35,True,False,False,False,True,False,False,True
5.0,0.234,0.82,True,False,False,False,False,False,True,True
8.0,0.084,5.3,False,True,False,False,False,False,False,True
7.0,0.304,1.9,False,False,False,True,False,False,False,True
8.0,0.574,3.55,False,False,True,False,False,False,False,True
6.0,0.341,2.32,False,False,False,False,False,False,False,True
6.0,0.101,2.23,False,True,False,False,False,False,True,True
2.0,0.263,2.26,False,False,False,True,False,False,True,True
6.0,0.078,2.38,False,True,False,False,True,False,False,False
5.0,0.39,2.38,False,False,False,True,False,False,True,True
3.0,0.186,1.56,False,False,False,True,False,False,False,True
6.0,0.453,2.38,False,False,True,False,True,False,False,True
8.0,0.221,1.49,False,False,False,True,True,False,False,True
9.0,0.078,4.1,False,True,False,False,True,False,False,False
6.0,0.251,1.52,False,False,False,True,False,False,False,True
3.0,0.6,4.0,False,False,True,False,False,False,False,True
3.0,0.269,2.76,False,False,True,False,False,False,False,False
8.0,0.108,2.98,False,True,False,False,False,False,True,False
1.0,0.112,0.84,True,False,False,False,False,False,True,True
5.0,0.123,1.45,True,False,False,False,False,False,False,True
6.0,0.26,1.33,False,False,False,True,False,False,False,False
2.0,0.237,2.15,False,False,False,False,True,False,False,True
8.0,0.215,1.44,False,False,False,True,False,False,False,True
3.0,0.082,3.9,False,True,False,False,True,False,False,True
7.0,0.059,2.38,False,True,False,False,False,False,True,False
1.0,0.08,3.19,False,True,False,False,True,False,False,True
6.0,0.147,3.26,False,True,False,False,False,False,False,False
3.0,0.144,2.38,False,True,False,False,False,False,True,False
8.0,0.367,2.86,False,False,True,False,False,True,False,True
6.0,0.186,1.12,True,False,False,False,True,False,False,False
2.0,0.141,3.31,False,True,False,False,False,False,True,True
6.0,0.121,2.61,False,False,False,False,False,False,False,False
7.0,0.306,3.09,False,False,False,False,False,False,True,True
5.0,0.338,2.09,False,False,False,False,False,False,True,True
3.0,0.141,2.39,False,False,False,False,True,False,False,True
4.0,0.307,3.97,False,False,True,False,False,True,False,False
4.0,0.2175,2.2,False,False,False,False,False,False,True,True
6.0,0.104,2.75,False,True,False,False,False,False,True,True
10.0,0.154,2.13,False,False,False,True,False,False,True,False
1.0,0.179,1.94,False,False,False,False,False,True,False,True
4.0,0.407,4.55,False,False,True,False,False,True,False,False
10.0,0.493,6.14,False,False,True,False,False,False,False,False
6.0,0.289,1.93,False,False,False,False,True,False,False,True
10.0,0.399,1.22,False,False,False,True,False,True,False,True
1.0,0.186,2.17,False,False,False,False,False,False,False,False
9.0,0.438,4.32,False,False,True,False,False,False,False,True
4.0,0.2175,0.98,True,False,False,False,False,False,False,False
7.0,0.091,4.55,False,True,False,False,False,True,False,False
3.0,0.309,5.13,False,False,True,False,True,False,False,False
10.0,0.345,3.36,False,False,False,False,False,True,False,True
3.0,0.135,2.58,False,True,False,False,True,False,False,True
8.0,0.235,3.07,False,False,False,False,False,True,False,True
8.0,0.259,2.79,False,False,False,False,False,True,False,True
1.0,0.134,0.98,True,False,False,False,True,False,False,True
10.0,0.104,3.85,False,True,False,False,False,False,False,True
2.0,0.119,4.13,False,True,False,False,False,False,True,False
8.0,0.177,1.24,True,False,False,False,False,False,False,True
1.0,0.597,3.32,False,False,True,False,True,False,False,True
8.0,0.261,2.69,False,False,False,False,False,False,False,False
8.0,0.243,2.04,False,False,False,True,False,True,False,True
2.0,0.298,2.38,False,False,False,False,False,False,True,False
4.0,0.159,3.04,False,False,False,False,True,False,False,False
6.0,0.385,4.31,False,False,True,False,False,False,False,True
9.0,0.2,3.02,False,False,False,False,True,False,False,True
8.0,0.2175,1.04,True,False,False,False,False,False,True,False
8.0,0.217,1.47,True,False,False,False,False,True,False,False
7.0,0.2175,2.68,False,True,False,False,True,False,False,False
9.0,0.349,1.25,False,False,False,True,False,False,False,True
2.0,0.253,2.29,False,False,False,False,True,False,False,False
3.0,0.199,2.18,False,False,False,False,True,False,False,False
10.0,0.533,5.02,False,False,True,False,True,False,False,False
8.0,0.136,1.03,True,False,False,False,True,False,False,True
6.0,0.2175,1.7,False,False,False,True,False,True,False,True
10.0,0.1,3.08,False,True,False,False,False,False,False,False
9.0,0.139,1.67,True,False,False,False,False,True,False,True
10.0,0.051,4.3,False,True,False,False,False,False,False,False
4.0,0.477,4.09,False,False,True,False,True,False,False,True
6.0,0.429,3.61,False,False,True,False,False,False,True,True
10.0,0.222,1.89,False,False,False,False,False,True,False,True
3.0,0.392,2.32,False,False,False,True,False,False,True,True
3.0,0.107,2.55,False,True,False,False,False,True,False,True
6.0,0.23,1.31,True,False,False,False,True,False,False,False
5.0,0.299,4.54,False,False,True,False,False,True,False,False
3.0,0.251,1.59,False,False,False,False,True,False,False,False
10.0,0.32,3.12,False,False,False,False,False,True,False,True
1.0,0.108,3.23,False,True,False,False,True,False,False,False
3.0,0.501,3.0,False,False,True,False,True,False,False,True
9.0,0.2175,1.22,False,False,False,True,False,False,False,True
5.0,0.2175,3.2,False,False,True,False,False,False,False,False
10.0,0.096,5.36,False,True,False,False,False,False,False,False
2.0,0.089,3.38,False,True,False,False,True,False,False,True
7.0,0.2175,3.31,False,False,True,False,False,False,True,True
2.0,0.074,2.17,False,True,False,False,True,False,False,False
4.0,0.588,4.51,False,False,True,False,False,False,True,False
7.0,0.244,1.4,True,False,False,False,False,False,True,False
4.0,0.337,3.75,False,False,True,False,True,False,False,False
7.0,0.372,3.61,False,False,True,False,False,False,True,True
7.0,0.14,2.96,False,True,False,False,False,False,False,False
1.0,0.147,3.56,False,True,False,False,False,True,False,False
6.0,0.222,3.35,False,False,False,False,True,False,False,False
9.0,0.194,1.98,False,False,False,False,False,False,True,True
2.0,0.179,1.11,True,False,False,False,True,False,False,True
3.0,0.278,2.01,False,False,False,False,False,False,False,True
6.0,0.346,4.16,False,False,True,False,True,False,False,True
5.0,0.124,2.9,False,True,False,False,True,False,False,False
9.0,0.132,3.07,False,False,False,False,False,False,True,True
4.0,0.131,2.38,False,False,False,False,False,False,False,False
1.0,0.2175,1.14,True,False,False,False,False,True,False,False
4.0,0.153,1.08,True,False,False,False,False,True,False,False
6.0,0.36,3.35,False,False,True,False,False,False,True,False
5.0,0.099,2.21,False,True,False,False,True,False,False,True
1.0,0.148,1.14,True,False,False,False,False,False,True,True
4.0,0.164,1.74,False,False,False,False,False,False,True,True
6.0,0.081,2.38,False,True,False,False,False,False,True,False
10.0,0.147,3.76,False,True,False,False,True,False,False,False
10.0,0.215,2.38,False,False,False,False,False,False,False,False
4.0,0.167,1.2,True,False,False,False,False,False,True,False
9.0,0.253,2.53,False,False,False,False,True,False,False,False
5.0,0.148,2.25,False,True,False,False,False,False,False,True
6.0,0.21,1.76,False,False,False,True,False,False,True,False
9.0,0.32,2.24,False,False,False,True,False,True,False,True
10.0,0.501,2.38,False,False,True,False,False,False,False,False
5.0,0.26,2.12,False,False,False,False,False,False,True,False
6.0,0.14,2.26,False,False,False,False,False,False,False,True
1.0,0.487,2.63,False,False,True,False,False,False,False,True
7.0,0.272,3.53,False,False,True,False,False,False,False,False
4.0,0.459,2.73,False,False,True,False,False,False,False,True
2.0,0.124,4.25,False,True,False,False,False,False,False,False
5.0,0.169,2.0,False,False,False,False,False,False,False,True
3.0,0.134,2.41,False,True,False,False,False,False,True,True
6.0,0.2175,3.62,False,False,True,False,False,True,False,False
8.0,0.314,1.84,False,False,False,False,True,False,False,True
7.0,0.096,4.2,False,True,False,False,False,False,False,False
3.0,0.072,2.06,False,True,False,False,True,False,False,True
8.0,0.297,3.09,False,False,True,False,False,False,True,True
2.0,0.339,2.47,False,False,False,False,False,False,False,False
10.0,0.275,3.85,False,False,True,False,False,True,False,True
9.0,0.2175,3.16,False,False,False,False,True,False,False,False
4.0,0.237,1.78,False,False,False,True,False,False,False,True
6.0,0.193,0.95,True,False,False,False,False,False,True,False
8.0,0.182,1.37,True,False,False,False,False,True,False,True
7.0,0.119,1.03,True,False,False,False,True,False,False,False
5.0,0.351,4.23,False,False,True,False,True,False,False,False
6.0,0.21,1.9,False,False,False,True,False,False,False,True
5.0,0.169,1.9,False,False,False,False,False,True,False,True
7.0,0.091,3.72,False,True,False,False,False,True,False,True
5.0,0.282,2.81,False,False,False,False,False,False,False,True
8.0,0.072,5.39,False,True,False,False,False,True,False,False
6.0,0.204,2.48,False,False,False,False,False,False,True,True
5.0,0.248,1.77,False,False,False,True,False,True,False,False
9.0,0.148,2.87,False,True,False,False,True,False,False,True
2.0,0.584,3.15,False,False,True,False,True,False,False,False
6.0,0.304,2.15,False,False,False,False,False,False,True,False
8.0,0.2175,2.46,False,False,False,False,True,False,False,False
3.0,0.057,4.43,False,True,False,False,True,False,False,False
7.0,0.361,2.38,False,False,True,False,False,True,False,True
6.0,0.343,3.95,False,False,True,False,True,False,False,True
8.0,0.276,1.89,False,False,False,True,False,False,True,False
6.0,0.522,4.73,False,False,True,False,False,True,False,True
10.0,0.55,4.75,False,False,True,False,False,False,False,True
9.0,0.546,4.97,False,False,True,False,False,True,False,False
6.0,0.154,1.1,True,False,False,False,False,False,True,True
10.0,0.322,2.56,False,False,False,True,False,True,False,True
5.0,0.192,2.38,False,False,False,False,False,True,False,True
8.0,0.056,5.01,False,True,False,False,False,False,True,False
2.0,0.281,2.06,False,False,False,False,False,False,False,True
7.0,0.152,1.86,False,False,False,True,False,False,True,False
4.0,0.091,3.15,False,True,False,False,False,False,True,True
9.0,0.232,2.24,False,False,False,True,False,False,False,True
1.0,0.493,2.23,False,False,True,False,True,False,False,True
7.0,0.127,4.87,False,True,False,False,True,False,False,False
6.0,0.356,4.1,False,False,True,False,False,False,False,False
8.0,0.307,2.2,False,False,False,False,False,True,False,True
5.0,0.188,1.88,False,False,False,False,False,False,False,False
1.0,0.095,2.73,False,True,False,False,False,False,False,True
1.0,0.123,3.14,False,True,False,False,False,False,False,False
9.0,0.323,1.98,False,False,False,True,False,False,True,False
10.0,0.397,2.32,False,False,False,True,False,False,False,True
6.0,0.2175,3.66,False,False,True,False,False,False,False,True
10.0,0.116,2.38,False,True,False,False,False,True,False,True
5.0,0.26,2.4,False,False,False,False,False,False,False,True
1.0,0.379,2.38,False,False,False,True,False,False,True,False
6.0,0.189,1.32,False,False,False,True,False,False,True,False
6.0,0.2175,2.37,False,False,False,False,False,True,False,False
3.0,0.292,1.41,False,False,False,True,False,False,False,True
8.0,0.346,4.28,False,False,True,False,False,False,False,True
1.0,0.097,4.02,False,True,False,False,False,False,True,True
6.0,0.197,1.42,False,False,False,False,False,False,False,True
6.0,0.108,2.47,False,True,False,False,False,False,False,False
10.0,0.372,2.88,False,False,False,True,False,False,False,False
1.0,0.292,1.28,False,False,False,True,True,False,False,False
6.0,0.265,2.84,False,False,False,False,False,True,False,False
1.0,0.432,3.73,False,False,True,False,True,False,False,False
6.0,0.108,1.42,True,False,False,False,False,True,False,True
3.0,0.174,1.59,False,False,False,False,False,False,True,True
8.0,0.174,0.97,True,False,False,False,False,False,False,True
6.0,0.147,1.35,True,False,False,False,False,True,False,False
1.0,0.314,4.71,False,False,True,False,True,False,False,False
5.0,0.176,1.2,True,False,False,False,False,False,False,False
8.0,0.148,1.23,True,False,False,False,False,False,True,False
3.0,0.34,3.78,False,False,True,False,False,True,False,True
6.0,0.17,1.49,True,False,False,False,False,True,False,True
5.0,0.12,1.52,True,False,False,False,False,True,False,False
6.0,0.239,1.7,True,False,False,False,False,False,False,False
10.0,0.2175,1.94,False,False,False,False,False,False,False,False
1.0,0.283,1.47,False,False,False,False,True,False,False,True
7.0,0.144,2.56,False,False,False,False,False,True,False,True
9.0,0.522,5.1,False,False,True,False,False,False,True,True
2.0,0.352,1.43,False,False,False,True,False,False,True,False
10.0,0.215,1.22,True,False,False,False,True,False,False,True
5.0,0.117,1.35,True,False,False,False,False,False,True,True
10.0,0.475,3.34,False,False,True,False,True,False,False,False
6.0,0.225,1.03,True,False,False,False,False,True,False,True
6.0,0.253,2.56,False,False,False,False,True,False,False,False
6.0,0.312,1.9,False,False,False,True,True,False,False,True
2.0,0.096,3.83,False,True,False,False,False,True,False,False
2.0,0.2175,0.95,True,False,False,False,False,False,True,True
4.0,0.128,2.35,False,False,False,False,True,False,False,True
1.0,0.114,3.05,False,True,False,False,True,False,False,True
9.0,0.17,2.04,False,False,False,True,False,True,False,True
7.0,0.094,3.82,False,True,False,False,False,False,True,True
7.0,0.187,2.0,False,False,False,False,True,False,False,True
6.0,0.2175,2.29,False,True,False,False,False,True,False,False
3.0,0.297,2.89,False,False,True,False,True,False,False,False
1.0,0.119,2.48,False,True,False,False,False,False,False,False
3.0,0.219,1.08,True,False,False,False,False,True,False,True
3.0,0.125,1.31,True,False,False,False,False,False,True,True
4.0,0.287,4.54,False,False,True,False,False,False,True,False
4.0,0.153,2.6,False,False,False,False,False,False,True,True
3.0,0.232,0.98,True,False,False,False,False,False,True,True
10.0,0.2175,1.85,False,False,False,True,True,False,False,True
8.0,0.17,1.17,True,False,False,False,True,False,False,True
8.0,0.116,1.02,True,False,False,False,False,False,False,True
1.0,0.269,1.54,False,False,False,False,False,False,True,False
7.0,0.137,4.05,False,True,False,False,False,False,True,False
2.0,0.224,1.49,True,False,False,False,True,False,False,False
1.0,0.469,2.82,False,False,True,False,False,False,True,False
3.0,0.058,2.19,False,True,False,False,False,False,True,True
4.0,0.178,2.1,False,False,False,True,False,False,False,True
6.0,0.2175,1.94,False,False,False,False,False,False,False,True
10.0,0.214,2.58,False,False,False,True,False,False,True,True
5.0,0.064,3.76,False,True,False,False,False,True,False,True
4.0,0.076,4.66,False,True,False,False,False,False,True,True
8.0,0.089,3.62,False,True,False,False,False,False,False,False
4.0,0.386,2.13,False,False,False,True,False,True,False,False
10.0,0.111,3.64,False,True,False,False,False,True,False,True
2.0,0.359,1.95,False,False,False,True,False,False,True,False
3.0,0.121,2.94,False,True,False,False,False,False,False,True
6.0,0.289,3.37,False,False,True,False,False,False,False,False
8.0,0.124,3.92,False,True,False,False,False,True,False,False
8.0,0.219,1.95,False,False,False,True,False,False,True,True
9.0,0.196,1.53,True,False,False,False,True,False,False,True
7.0,0.084,4.48,False,True,False,False,True,False,False,False
2.0,0.2175,1.27,True,False,False,False,False,False,False,False
8.0,0.342,3.03,False,False,True,False,True,False,False,True
7.0,0.184,3.01,False,False,False,False,False,False,False,False
8.0,0.576,4.5,False,False,True,False,False,False,False,False
6.0,0.052,3.98,False,True,False,False,False,False,False,True
7.0,0.205,1.68,True,False,False,False,True,False,False,False
10.0,0.209,0.96,True,False,False,False,False,False,False,True
9.0,0.359,2.75,False,False,False,True,False,True,False,False
3.0,0.246,0.78,True,False,False,False,False,False,False,True
10.0,0.394,1.96,False,False,False,True,False,False,True,False
6.0,0.135,2.38,False,False,False,False,False,False,False,True
2.0,0.2175,2.38,False,True,False,False,False,False,True,False
2.0,0.2175,2.38,False,False,False,True,True,False,False,True
5.0,0.269,1.66,False,False,False,False,True,False,False,False
5.0,0.119,1.01,True,False,False,False,False,False,True,False
7.0,0.198,1.41,True,False,False,False,True,False,False,False
2.0,0.346,2.57,False,False,False,False,False,False,True,False
7.0,0.2175,1.68,True,False,False,False,False,False,True,False
5.0,0.221,2.81,False,False,False,False,False,False,True,False
6.0,0.16,2.27,False,False,False,True,False,False,False,False
8.0,0.241,1.91,False,False,False,True,False,False,True,False
10.0,0.31,1.9,False,False,False,False,False,False,False,False
4.0,0.325,1.14,False,False,False,True,False,False,False,True
7.0,0.265,1.91,False,False,False,True,False,False,True,True
6.0,0.164,2.28,False,False,False,True,False,False,True,False
6.0,0.399,4.08,False,False,True,False,False,False,False,True
2.0,0.097,3.83,False,True,False,False,False,False,False,False
8.0,0.239,1.4,True,False,False,False,False,False,False,False
10.0,0.474,3.09,False,False,True,False,False,False,True,True
9.0,0.228,1.59,False,False,False,True,False,False,True,False
5.0,0.241,3.04,False,False,False,False,True,False,False,False
10.0,0.167,2.4,False,False,False,True,True,False,False,True
4.0,0.147,4.11,False,True,False,False,True,False,False,True
6.0,0.24,1.33,False,False,False,True,False,False,False,False
8.0,0.23,3.25,False,False,False,False,False,False,False,True
3.0,0.086,2.37,False,True,False,False,False,False,False,True
10.0,0.321,1.29,False,False,False,True,False,False,True,False
1.0,0.116,3.95,False,True,False,False,False,False,False,True
4.0,0.207,0.97,True,False,False,False,False,True,False,True
4.0,0.2175,2.38,True,False,False,False,False,True,False,False
1.0,0.229,1.11,False,False,False,True,True,False,False,True
9.0,0.063,3.86,False,True,False,False,False,False,False,True
3.0,0.2175,2.95,False,False,False,False,False,True,False,False
5.0,0.16,1.63,False,False,False,True,True,False,False,False
6.0,0.19,1.44,True,False,False,False,False,False,False,False
8.0,0.23,2.38,True,False,False,False,False,False,True,True
6.0,0.373,2.19,False,False,False,True,False,True,False,False
3.0,0.095,2.94,False,True,False,False,False,False,True,False
6.0,0.169,0.98,True,False,False,False,False,False,False,True
1.0,0.058,2.69,False,True,False,False,False,True,False,False
4.0,0.201,0.99,True,False,False,False,False,False,False,False
6.0,0.223,1.62,True,False,False,False,False,False,True,False
6.0,0.336,4.07,False,False,True,False,False,True,False,False
10.0,0.163,1.12,True,False,False,False,False,False,True,True
3.0,0.313,2.25,False,False,False,False,False,False,False,False
6.0,0.369,2.38,False,False,False,True,False,False,False,False
7.0,0.211,2.24,False,False,False,True,False,False,False,True
1.0,0.105,4.29,False,True,False,False,False,True,False,False
2.0,0.129,1.01,True,False,False,False,False,False,True,True
1.0,0.143,2.46,False,False,False,False,False,False,False,True
6.0,0.2175,3.82,False,True,False,False,False,False,True,True
6.0,0.537,3.56,False,False,True,False,False,False,False,False
7.0,0.126,3.95,False,True,False,False,False,False,True,True
6.0,0.055,3.78,False,True,False,False,False,True,False,True
3.0,0.227,1.18,True,False,False,False,False,False,False,True
5.0,0.403,5.2,False,False,True,False,False,False,True,False
4.0,0.084,3.31,False,True,False,False,False,False,True,False
7.0,0.2175,3.33,False,False,False,False,False,True,False,False
9.0,0.141,3.24,False,False,False,False,False,False,False,False
2.0,0.339,1.73,False,False,False,True,False,True,False,False
8.0,0.454,4.81,False,False,True,False,False,False,False,False
9.0,0.315,2.38,False,False,True,False,False,False,True,True
10.0,0.197,2.85,False,False,False,True,False,False,True,True
10.0,0.068,4.22,False,True,False,False,False,False,False,True
9.0,0.27,2.92,False,False,True,False,False,False,True,True
10.0,0.255,2.29,False,False,False,False,False,False,False,True
7.0,0.2175,2.84,False,False,False,False,True,False,False,False
9.0,0.103,0.94,True,False,False,False,False,True,False,True
9.0,0.2175,2.87,False,False,True,False,True,False,False,True
3.0,0.107,2.94,False,True,False,False,False,False,False,True
4.0,0.355,1.45,False,False,False,True,False,True,False,True
2.0,0.232,1.66,False,False,False,True,False,False,False,False
10.0,0.085,3.36,False,True,False,False,False,True,False,False
3.0,0.189,0.95,True,False,False,False,False,True,False,False
5.0,0.219,2.03,False,False,False,True,False,True,False,True
5.0,0.259,4.17,False,False,True,False,False,True,False,False
6.0,0.21,0.97,True,False,False,False,False,False,False,True
7.0,0.469,3.85,False,False,True,False,False,True,False,False
7.0,0.254,2.78,False,False,False,False,False,True,False,False
1.0,0.211,0.82,True,False,False,False,False,False,False,False
6.0,0.319,1.22,False,False,False,True,False,False,True,False
9.0,0.131,2.38,True,False,False,False,False,False,True,False
10.0,0.153,1.57,True,False,False,False,True,False,False,True
2.0,0.119,1.33,True,False,False,False,True,False,False,False
6.0,0.119,1.37,True,False,False,False,False,False,False,True
1.0,0.487,3.78,False,False,True,False,False,False,False,True
3.0,0.317,2.35,False,False,False,False,False,False,False,True
2.0,0.146,2.91,False,True,False,False,True,False,False,True
3.0,0.194,1.17,True,False,False,False,True,False,False,True
5.0,0.196,1.16,False,False,False,True,False,True,False,False
10.0,0.116,1.56,True,False,False,False,False,False,False,False
6.0,0.353,2.46,False,False,False,True,False,False,False,False
9.0,0.2175,4.62,False,False,True,False,False,False,False,False
10.0,0.305,1.77,False,False,False,True,False,False,True,True
4.0,0.128,2.87,False,True,False,False,False,True,False,False
7.0,0.2175,2.38,False,False,False,False,False,False,False,True
6.0,0.359,2.1,False,False,False,True,False,False,False,True
6.0,0.164,2.1,False,False,False,True,False,False,False,True
10.0,0.292,2.55,False,False,False,False,False,False,False,False
8.0,0.135,4.71,False,True,False,False,False,False,True,False
7.0,0.143,1.26,True,False,False,False,True,False,False,True
7.0,0.31,2.71,False,False,False,True,False,True,False,False
6.0,0.192,2.75,False,False,False,False,True,False,False,False
1.0,0.585,3.67,False,False,True,False,False,True,False,False
1.0,0.128,2.29,False,False,False,False,False,False,True,False
8.0,0.453,4.77,False,False,True,False,False,False,False,True
4.0,0.2175,4.28,False,True,False,False,True,False,False,True
5.0,0.207,0.85,True,False,False,False,False,False,False,True
8.0,0.16,1.89,False,False,False,False,True,False,False,True
5.0,0.209,2.65,False,False,False,True,False,False,True,False
10.0,0.2175,4.21,False,True,False,False,False,False,True,False
